feature,feature_english,coef_pooled,se_pooled,z,p_value,odds_ratio,or_ci_low_95,or_ci_high_95
cond_bp,Intervention condition: BP (vs Control/HW),-0.35200759723604996,0.1413763734064857,-2.489861557163847,0.012779286336860318,0.7032747790115409,0.5330685299251864,0.9278270748099607
cond_hw,Intervention condition: Healthy Weight (vs Control/BP),0.010056742608814766,0.12286490588517487,0.08185203526069061,0.934764376704438,1.0101074815917541,0.7939311987592808,1.2851455213778482
